Speaker,date,speech,Link
Klaus Regling,06.12.2017,"A few words on Greece from the ESM perspective. Of course, I’m also happy that the second review was concluded today, although we have to remember that parliamentary procedures are necessary in a number of countries. This second review includes an impressive policy package, and a long list of prior actions that  the Greek government and parliament have implemented. And these policy conditions are supported by all the institutions. Let me also remind you that these policy commitments and prior actions come on top of what has happened in the last few years, and I find it impressive that Greece was one of the few European countries that had a fiscal surplus last year.
I’m also happy that the Eurogroup reached agreement on the medium-term debt measures, on the basis of the May 2016 Eurogroup declaration. By providing further clarity on the debt measures that may be adopted at the end of the programme, the European partners show how serious they are in their continuous support for Greece.
Let me explain briefly what are the next steps and how the third tranche from the ESM will be used. It was agreed that the third tranche of the ESM loan will amount to €8.5 billion. This amount will cover Greece’s external debt repayment obligations in the next months, and arrears clearance for the next quarter. The first disbursement of this third tranche is expected to take place in the beginning of July, after national procedures have been completed, and will amount to €7.7 billion. Of this amount, €6.9 billion should be used for debt servicing, and the remaining €0.8 billion for arrears clearance. There will be another arrears clearance disbursement in the amount of €0.8 billion – that is expected to take place after the summer, under the condition that Greece has contributed with its own resources to the arrears clearance effort.
Let me remind you that since the beginning of the programme in August 2015, the ESM has already disbursed €31.7 billion to Greece, out of a total programme volume of up to €86 billion. Adding the EFSF loans from the previous programme, you get to a total of €173 billion. Once we have disbursed this new tranche in the next few weeks, we will have more than 50% of the Greek public debt in our books. This number shows that we are by far the largest creditor of Greece. And it makes clear how much Greece can benefit and does benefit from our loans. In 2016 alone, the Greek budget saved 5.6% of GDP, that is €9.9 billion euros due to our low interest rates and favourable lending terms. By the way, you’ll find these numbers in the ESM Annual Report that was adopted by our Governors earlier today.
 
Response to question on period that ESM disbursement covers
Well, as I said, the €8.5 billion that was endorsed today will cover the big debt service payments due in July and that you all know about, and will also allow domestic debt arrears clearance over the next few months. We know that after that, the debt service payments for the rest of the year are relatively small, and at the same time of course, Greece will have a primary surplus, which means, excluding debt service payments, Greece will month after month accumulate cash that can either be used to build up a cash buffer, to do additional arrears clearance, or to cover smaller debt service payments. So we are confident that the liquidity situation will be good enough until about the end of this year.
",https://www.esm.europa.eu/press-releases/klaus-regling-eurogroup-press-conference
Klaus Regling,07.10.2017,"Let me start with Greece, which was not on the agenda, and if I remember correctly, it was the first time this year it was not on the agenda of a Eurogroup. So that in itself is a good sign. But I just wanted to add to what Commissioner Moscovici said that today, the ESM disbursed €7.7 billion to Greece, and indeed the money arrived in Athens this afternoon. This follows the Board of Directors’ meeting on Friday. The Commissioner mentioned that the overall tranche is €8.5 billion, and that means another €0.8 billion can be disbursed after September 1. That money is fully earmarked for arrears clearance, and will only become available if the agreed arrears clearance scheme has been put in place. We all know that paying and clearing arrears is really important for the functioning of the economy.
With this disbursement today, the ESM has already disbursed €39.4 billion to Greece out of a total programme volume of up to €86 billion. Adding the previous EFSF loans to this amount, we come to a total of €181 billion. With this disbursement, the ESM/EFSF together now have over 51% of the Greek public debt in our books. That makes us Greece’s biggest creditor, and given the long maturities of our loans, it also shows that we will be a long-term partner to Greece. It also underlines the commitment and solidarity of the euro area in support of Greece’s economic recovery.
My second point is on Ireland, where the ESM also participated in the post-programme surveillance mission. I agree with the assessment of the Commission: Ireland’s economic success in the last few years is remarkable. Ireland is perhaps the best example of a successful adjustment programme. Ireland received €17.7 billion from the EFSF between 2011 and 2013 but it will only start repaying the principal by 2029, of course in the meanwhile there are interest and fees to be paid.
We have no concerns about Ireland’s capacity to honour its debt in the short term. But given the long maturities and beyond the short term, there are some areas where Ireland could prepare for the future, and we know the future is always uncertain. For a small open economy like Ireland, the need to maintain significant fiscal buffers should not be underestimated, as it is critical to protect from any potential external shocks. And in addition, the repair of the banks’ balance sheets, which has started in an impressive way, should continue and be completed through a further reduction in non-performing loans.
 
Response to question on the timing of Greece’s potential return to the markets
As you know, our programme with Greece ends next year in August, but it is a good moment to think about it. When I was in Athens 10 days ago, this topic came up in all my meetings with the authorities. Greece has been absent from the markets for quite a while. There were two bonds issued in 2014, but otherwise, not since 2009. Therefore, it is important for Greece to develop a strategy to go back. We know from the other countries that successfully exited their programmes – Ireland, Portugal, Cyprus – that they went to the market well before the end of their programme. Because it would not be wise to rely on the ESM to the last day of the programme, and then from the next day, a hundred percent on the market. That would not be good.
But it is important to have a good strategy to communicate with markets, so that markets understand it is not a one-off step that is taken; they want to see how it continues in the future. And also markets want to be reassured that reforms continue. Of course, the disbursement today is a sign that we concluded the second review, that there is good cooperation, but it must continue during the remainder of the programme – that’s important for investors, I hear that whenever I talk to them. So that should also be kept in mind by the Greek authorities.
And the last point: it’s important to remember that Greece will not need that much money from the markets in the future. There was an overall fiscal surplus last year; it will dip a bit, but there will be a primary surplus, and we agreed over the last few years, and it was confirmed in the last Eurogroup in June that there will be a primary surplus – first 3.5% and at least 2% for the long run. And that means Greece does not need to go to the market to finance a fiscal deficit. That was completely different 4, 5, 6, 7 years ago, where big amounts of money were needed to finance the fiscal deficit. The money that is needed in the future is to roll over existing debt that matures, and that’s a very different story from the past. That’s the result of the fiscal consolidation we have seen.
",https://www.esm.europa.eu/press-releases/klaus-regling-eurogroup-press-conference-0
Klaus Regling,,,
Klaus Regling,,,
Klaus Regling,,,
,,,
,,,
,,,
,,,
,,,
,,,
